,0
751,"[ 5.94404130e-01 -3.70543475e-03  1.18188481e+00 -8.84818391e-03
  1.76038323e+00 -1.45557286e-02  2.32690531e+00 -2.10163341e-02
  2.88051576e+00 -2.92907844e-02  3.42108908e+00 -3.73830215e-02
  3.94669197e+00 -4.64165846e-02  4.45626364e+00 -5.54561997e-02
  4.95080212e+00 -6.44391119e-02  5.42837410e+00 -7.44888601e-02
  5.89085015e+00 -8.34838763e-02  6.33623419e+00 -9.15496707e-02
  6.76564976e+00 -1.00619546e-01  7.17897137e+00 -1.08697445e-01
  7.57626175e+00 -1.16781395e-01  7.95745816e+00 -1.23873369e-01
  8.32168808e+00 -1.32032179e-01  8.66982403e+00 -1.39199011e-01
  9.00093072e+00 -1.46434651e-01  9.31706699e+00 -1.54611617e-01
  9.61517597e+00 -1.62920145e-01  9.89831453e+00 -1.72169999e-01
  1.01664199e+01 -1.81363150e-01  1.04185568e+01 -1.91560382e-01
  1.06567213e+01 -2.02636185e-01  1.08829094e+01 -2.14465049e-01
  1.10960604e+01 -2.26111699e-01  1.12992939e+01 -2.39383930e-01
  1.14925471e+01 -2.53283710e-01  1.33627234e+01 -4.52312974e-01]"
752,"[ 5.40792920e-01  1.34317336e-04  1.06647304e+00 -5.08058025e-04
  1.57720259e+00  6.62835026e-05  2.07290045e+00  8.60637127e-04
  2.55256992e+00  1.95611731e-03  3.01720770e+00  3.27160958e-03
  3.46581709e+00  4.88822842e-03  3.89740139e+00  6.88708826e-03
  4.31287618e+00  8.19036987e-03  4.71132587e+00  9.87589250e-03
  5.09374717e+00  1.18625417e-02  5.45814668e+00  1.43125463e-02
  5.80543997e+00  1.61480872e-02  6.13562705e+00  1.73691643e-02
  6.44787345e+00  2.00503017e-02  6.74193581e+00  2.12013849e-02
  7.01706079e+00  2.38936429e-02  7.27300503e+00  2.51369612e-02
  7.51092747e+00  2.68436350e-02  7.72875358e+00  2.81791884e-02
  7.92656449e+00  3.01403262e-02  8.10527577e+00  3.16492292e-02
  8.26496855e+00  3.37026020e-02  8.40548059e+00  3.43070352e-02
  8.52797084e+00  3.53748239e-02  8.63343599e+00  3.68248536e-02
  8.72179492e+00  3.76604196e-02  8.79512217e+00  3.87159976e-02
  8.85441444e+00  3.99104733e-02  9.13468517e+00  4.41905685e-02]"
753,"[ 7.47237200e-01 -2.56272783e-03  1.47550100e+00 -6.54317995e-03
  2.18579114e+00 -1.19193581e-02  2.87710789e+00 -1.87132606e-02
  3.54942923e+00 -2.59251294e-02  4.20175542e+00 -3.35769626e-02
  4.83410844e+00 -4.26685184e-02  5.44648830e+00 -5.31997967e-02
  6.03885100e+00 -6.31712815e-02  6.61124054e+00 -7.45824889e-02
  7.16261316e+00 -8.54559009e-02  7.69399062e+00 -9.67692775e-02
  8.20337341e+00 -1.08566615e-01  8.69273904e+00 -1.19804159e-01
  9.16208751e+00 -1.30481909e-01  9.60941930e+00 -1.40643863e-01
  1.00367339e+01 -1.50246023e-01  1.04430537e+01 -1.60310146e-01
  1.08293342e+01 -1.68814717e-01  1.11946199e+01 -1.77781251e-01
  1.15398663e+01 -1.85188233e-01  1.18641179e+01 -1.93057178e-01
  1.21683523e+01 -2.00366330e-01  1.24525476e+01 -2.06115930e-01
  1.27167477e+01 -2.12305494e-01  1.29599308e+01 -2.17957264e-01
  1.31840966e+01 -2.23027241e-01  1.33882452e+01 -2.27537426e-01
  1.35743762e+01 -2.31443820e-01  1.47632106e+01 -2.56297586e-01]"
754,"[ 0.40524352 -0.02092094  0.79679485 -0.04942632  1.17365488 -0.08555834
  1.53782181 -0.12923261  1.88825436 -0.17949221  2.22799205 -0.23720968
  2.55794959 -0.30034462  2.87821138 -0.37089523  3.18973432 -0.44782021
  3.49247624 -0.53012047  3.78847754 -0.61871072  4.07669691 -0.71263405
  4.35813348 -0.81184826  4.6308312  -0.91743685  4.89666173 -1.02631811
  5.15371124 -1.14057463  5.40289443 -1.25816602  5.64421133 -1.37909226
  5.87766192 -1.50335336  6.10220491 -1.6299924   6.32083763 -1.7588828
  6.53056274 -1.89015115  6.73533449 -2.02262956  6.93323905 -2.15840063
  7.12523333 -2.29642307  7.31227426 -2.43565558  7.49340492 -2.57713946
  7.66958221 -2.71983339  7.83984923 -2.8647787   9.29154547 -4.343847  ]"
755,"[ 1.84389356e-01 -7.52037977e-04  3.57735892e-01 -1.74104940e-03
  5.20108759e-01 -1.96942789e-03  6.71438807e-01 -2.43477982e-03
  8.14718856e-01 -3.34455055e-03  9.49020447e-01 -3.63198523e-03
  1.07826486e+00 -4.57128406e-03  1.20259039e+00 -4.16723426e-03
  1.32385394e+00 -4.55334550e-03  1.44511750e+00 -4.93945673e-03
  1.56744782e+00 -4.39711004e-03  1.69277095e+00 -4.06220869e-03
  1.82308212e+00 -4.07304958e-03  1.95944807e+00 -3.50117478e-03
  2.10479248e+00 -3.55163603e-03  2.25918450e+00 -3.22682692e-03
  2.42561694e+00 -2.73419283e-03  2.60309220e+00 -2.00458528e-03
  2.79260788e+00 -1.10715274e-03  2.99516160e+00 -1.11043645e-04
  3.21075334e+00  9.83741995e-04  3.44044988e+00  3.10566212e-03
  3.68325359e+00  6.32386517e-03  3.93909533e+00  9.64074477e-03
  4.20704665e+00  1.41230557e-02  4.48803600e+00  1.87040433e-02
  4.78020647e+00  2.55172170e-02  5.08242214e+00  3.26365126e-02
  5.39574979e+00  4.09903881e-02  9.11772352e+00  2.01004692e-01]"
756,"[5.41200362e-01 2.85792662e-03 1.06237862e+00 6.05542856e-03
 1.56350178e+00 1.05919614e-02 2.04260392e+00 1.54020815e-02
 2.50068450e+00 2.05187830e-02 2.93674407e+00 2.59090718e-02
 3.35178207e+00 3.16059419e-02 3.74379961e+00 3.75434053e-02
 4.11382912e+00 4.27550004e-02 4.46287006e+00 4.72737214e-02
 4.78889054e+00 5.20330356e-02 5.09392244e+00 5.60994756e-02
 5.37796578e+00 5.94730414e-02 5.64098756e+00 6.31531885e-02
 5.88302078e+00 6.61404614e-02 6.10606433e+00 6.85008480e-02
 6.30908579e+00 7.12008100e-02 6.49411704e+00 7.33068798e-02
 6.66115809e+00 7.48190574e-02 6.81117541e+00 7.67697924e-02
 6.94620089e+00 7.82256172e-02 7.06723399e+00 7.92195259e-02
 7.17624063e+00 8.08169620e-02 7.27325381e+00 8.20184699e-02
 7.36127189e+00 8.29230318e-02 7.44229377e+00 8.35966356e-02
 7.51828539e+00 8.51047248e-02 7.59227809e+00 8.65468261e-02
 7.66630379e+00 8.69894718e-02 9.21638373e+00 1.10145433e-01]"
757,"[6.09348966e-01 3.97965313e-03 1.20262940e+00 9.30180928e-03
 1.77784299e+00 1.58844914e-02 2.33399056e+00 2.36867110e-02
 2.86907381e+00 3.26264910e-02 3.38313371e+00 4.17046719e-02
 3.87513013e+00 5.18794247e-02 4.34510405e+00 6.21515897e-02
 4.79409561e+00 7.15629960e-02 5.22202285e+00 8.21119627e-02
 5.62896773e+00 9.18001707e-02 6.01592942e+00 1.00668608e-01
 6.38486525e+00 1.09798412e-01 6.73677438e+00 1.19230571e-01
 7.07273794e+00 1.27007754e-01 7.39467228e+00 1.35210258e-01
 7.70361755e+00 1.42879910e-01 8.00057290e+00 1.50057701e-01
 8.28753665e+00 1.56825607e-01 8.56550797e+00 1.63224615e-01
 8.83644418e+00 1.70335864e-01 9.09942810e+00 1.76120045e-01
 9.35737523e+00 1.82698444e-01 9.61032657e+00 1.89071899e-01
 9.85828211e+00 1.95240412e-01 1.01032402e+01 2.01285960e-01
 1.03432024e+01 2.07126565e-01 1.05811664e+01 2.12885193e-01
 1.08160919e+01 2.19520014e-01 1.32028484e+01 2.74395734e-01]"
758,"[ 6.49277776e-01 -6.07869488e-04  1.28153311e+00 -1.70189850e-03
  1.89573625e+00 -4.25143186e-03  2.49094806e+00 -6.22718268e-03
  3.06613879e+00 -8.59849577e-03  3.62130844e+00 -1.13653712e-02
  4.15545747e+00 -1.44976097e-02  4.66658680e+00 -1.79348133e-02
  5.15469641e+00 -2.16769820e-02  5.62078586e+00 -2.57543148e-02
  6.06285606e+00 -3.01064135e-02  6.48090700e+00 -3.47332782e-02
  6.87596844e+00 -3.86655640e-02  7.24601108e+00 -4.28424167e-02
  7.59306421e+00 -4.63246905e-02  7.91709762e+00 -5.01119294e-02
  8.21811133e+00 -5.42041333e-02  8.49616573e+00 -5.66022144e-02
  8.75319951e+00 -5.93656588e-02  8.99021221e+00 -6.25246654e-02
  9.20723404e+00 -6.50796904e-02  9.40626407e+00 -6.70911319e-02
  9.58927120e+00 -6.96189320e-02  9.75628563e+00 -7.16635469e-02
  9.91030599e+00 -7.33155737e-02  1.00513021e+01 -7.55745563e-02
  1.01823027e+01 -7.75315481e-02  1.03032777e+01 -8.01860930e-02
  1.04162564e+01 -8.25990453e-02  1.13406533e+01 -1.16530459e-01]"
759,"[ 6.19272071e-01 -3.18618790e-04  1.22957756e+00  1.37634956e-04
  1.83083037e+00  3.72474476e-04  2.42004165e+00  6.44190616e-04
  2.99738358e+00  2.94535690e-03  3.56060530e+00  4.45930694e-03
  4.10896882e+00  8.26099797e-03  4.64121955e+00  1.14476667e-02
  5.15454084e+00  1.62701774e-02  5.65075306e+00  2.05637627e-02
  6.12703954e+00  2.65792869e-02  6.58322809e+00  3.23241766e-02
  7.01840853e+00  3.88808155e-02  7.43258084e+00  4.62492035e-02
  7.82557285e+00  5.24367672e-02  8.19656044e+00  5.95221770e-02
  8.54736401e+00  6.53406654e-02  8.87616318e+00  7.20570000e-02
  9.18477832e+00  7.75064132e-02  9.47238534e+00  8.37675756e-02
  9.73980833e+00  8.87618166e-02  9.98613711e+00  9.35715201e-02
  1.02142744e+01  9.69421083e-02  1.04223999e+01  1.01038349e-01
  1.06124201e+01  1.04691761e-01  1.07832525e+01  1.06992154e-01
  1.09380582e+01  1.09673813e-01  1.10757548e+01  1.11826545e-01
  1.11973387e+01  1.13364256e-01  1.18516899e+01  1.24066355e-01]"
760,"[ 4.16171220e-01 -1.23110878e-03  8.22347495e-01 -2.14430786e-03
  1.21752933e+00 -2.70780628e-03  1.60271622e+00 -2.95339501e-03
  1.97590917e+00 -2.81749210e-03  2.33907539e+00 -3.36317405e-03
  2.69124717e+00 -3.55915532e-03  3.03242451e+00 -3.40543594e-03
  3.36257562e+00 -3.90151043e-03  3.68173228e+00 -4.04788426e-03
  3.99089401e+00 -3.87634840e-03  4.29006078e+00 -3.38690284e-03
  4.57920082e+00 -3.57904213e-03  4.85834592e+00 -3.45327172e-03
  5.12849556e+00 -3.04138259e-03  5.38861847e+00 -3.31107831e-03
  5.63874643e+00 -3.26286433e-03  5.87987895e+00 -2.92853163e-03
  6.11098472e+00 -3.27578377e-03  6.33106427e+00 -4.27282979e-03
  6.54218015e+00 -3.98426255e-03  6.74123852e+00 -5.31319275e-03
  6.93030194e+00 -6.32421326e-03  7.10737143e+00 -6.95374214e-03
  7.27341469e+00 -8.23306490e-03  7.42746401e+00 -9.13089602e-03
  7.56951940e+00 -9.64723551e-03  7.69954906e+00 -1.07815779e-02
  7.81855249e+00 -1.25657142e-02  8.50868059e+00 -1.95090649e-02]"
761,"[8.34108259e-01 1.18871318e-03 1.65922915e+00 1.90064964e-03
 2.47331252e+00 3.02845483e-03 3.27535976e+00 4.51915356e-03
 4.06232212e+00 7.21241609e-03 4.83225537e+00 1.00036962e-02
 5.58510654e+00 1.38915897e-02 6.31787984e+00 1.87171711e-02
 7.02852511e+00 2.53730858e-02 7.71814689e+00 3.19151173e-02
 8.38564064e+00 4.02874821e-02 9.02906214e+00 4.93856340e-02
 9.64940998e+00 5.92625481e-02 1.02456326e+01 7.08638452e-02
 1.08178359e+01 8.21923335e-02 1.13679112e+01 9.53511551e-02
 1.18949659e+01 1.08290143e-01 1.23998925e+01 1.23059464e-01
 1.28838486e+01 1.36716307e-01 1.33477268e+01 1.51310837e-01
 1.37935773e+01 1.65950410e-01 1.42214001e+01 1.80635024e-01
 1.46342440e+01 1.94525012e-01 1.50340002e+01 2.09723513e-01
 1.54208276e+01 2.23234741e-01 1.57986147e+01 2.37267788e-01
 1.61684130e+01 2.50877034e-01 1.65331653e+01 2.65219999e-01
 1.68939763e+01 2.78352468e-01 2.11761909e+01 4.44436814e-01]"
762,"[ 4.67008485e-01  1.03686389e-03  9.19017102e-01  2.13678269e-03
  1.35702584e+00  3.29555274e-03  1.78003051e+00  3.51738654e-03
  2.18803952e+00  4.80226642e-03  2.57904027e+00  4.15862620e-03
  2.95404536e+00  4.58223572e-03  3.31204640e+00  4.07731631e-03
  3.65204340e+00  2.64807163e-03  3.97403635e+00  2.94501680e-04
  4.27903366e+00 -9.87614871e-04  4.56602271e+00 -4.19404786e-03
  4.83501193e+00 -7.32481495e-03  5.08600130e+00 -1.03799161e-02
  5.32099082e+00 -1.33677588e-02  5.53897628e+00 -1.72841303e-02
  5.74196188e+00 -2.11374470e-02  5.92995181e+00 -2.39277175e-02
  6.10493765e+00 -2.76633317e-02  6.26792360e+00 -3.13485019e-02
  6.41890966e+00 -3.49832282e-02  6.55989580e+00 -3.85759178e-02
  6.69188202e+00 -4.21307745e-02  6.81686831e+00 -4.56562056e-02
  6.93385466e+00 -4.91480075e-02  7.04484527e+00 -5.16145961e-02
  7.14983174e+00 -5.50559540e-02  7.25081823e+00 -5.84804972e-02
  7.34780897e+00 -6.08882347e-02  8.27169151e+00 -9.07721876e-02]"
763,"[3.76358295e-01 1.85299030e-03 7.49806352e-01 4.94311916e-03
 1.11918715e+00 7.35693346e-03 1.48673461e+00 1.19245540e-02
 1.85029493e+00 1.68126454e-02 2.20986811e+00 2.20212077e-02
 2.56752784e+00 2.83867908e-02 2.92120042e+00 3.50728447e-02
 3.27295955e+00 4.29159195e-02 3.62073154e+00 5.10794652e-02
 3.96559329e+00 6.04801494e-02 4.30746469e+00 7.01211867e-02
 4.64642584e+00 8.09993626e-02 4.98231652e+00 9.11211062e-02
 5.31529697e+00 1.02479988e-01 5.64437039e+00 1.15156127e-01
 5.97137012e+00 1.26995715e-01 6.29438271e+00 1.39155775e-01
 6.61448506e+00 1.52552972e-01 6.93151694e+00 1.65193738e-01
 7.24655524e+00 1.77994739e-01 7.55752629e+00 1.90119426e-01
 7.86558710e+00 2.03481251e-01 8.17149410e+00 2.15009740e-01
 8.47349408e+00 2.27855486e-01 8.77242358e+00 2.39944800e-01
 9.06828261e+00 2.51277681e-01 9.36007438e+00 2.61934248e-01
 9.64787901e+00 2.72911286e-01 1.22750725e+01 3.44657184e-01]"
764,"[ 4.19125999e-01 -2.52930066e-03  8.26090473e-01 -4.74661840e-03
  1.22070378e+00 -7.63380675e-03  1.60375814e+00 -1.23623601e-02
  1.97446133e+00 -1.77607840e-02  2.33398485e+00 -2.30368659e-02
  2.68293128e+00 -3.03439536e-02  3.02069803e+00 -3.75286992e-02
  3.34886954e+00 -4.69340914e-02  3.66703287e+00 -5.54249288e-02
  3.97658281e+00 -6.63260538e-02  4.27808828e+00 -7.66919056e-02
  4.57215186e+00 -8.86758321e-02  4.85896317e+00 -1.01295980e-01
  5.13852223e+00 -1.14552349e-01  5.41279275e+00 -1.28824221e-01
  5.68079286e+00 -1.43921955e-01  5.94369406e+00 -1.59053338e-01
  6.19934300e+00 -1.74820943e-01  6.44970340e+00 -1.91604051e-01
  6.69398303e+00 -2.08231167e-01  6.93002855e+00 -2.25304863e-01
  7.15901146e+00 -2.42032927e-01  7.37877840e+00 -2.59017931e-01
  7.58951902e+00 -2.75278021e-01  7.79025147e+00 -2.90623556e-01
  7.98078610e+00 -3.06036390e-01  8.16229440e+00 -3.20724310e-01
  8.33379453e+00 -3.34497675e-01  9.89688686e+00 -4.25576564e-01]"
765,"[ 4.70465080e-01 -7.80312586e-04  9.39937326e-01 -1.68013517e-03
  1.40829723e+00 -1.70663475e-03  1.87479098e+00 -2.96498732e-03
  2.34140423e+00 -5.21617289e-03  2.80702466e+00 -7.58686845e-03
  3.27177176e+00 -1.10699070e-02  3.73651886e+00 -1.45529456e-02
  4.20150498e+00 -2.00216501e-02  4.66561778e+00 -2.66026977e-02
  5.12996960e+00 -3.51694112e-02  5.59444093e+00 -4.47289578e-02
  6.05827796e+00 -5.73865133e-02  6.52223449e+00 -7.10369018e-02
  6.98444438e+00 -8.69119763e-02  7.44490762e+00 -1.05011737e-01
  7.90275090e+00 -1.26448526e-01  8.35686186e+00 -1.50349022e-01
  8.80612817e+00 -1.75839900e-01  9.24681751e+00 -2.05384868e-01
  9.67968370e+00 -2.36878748e-01  1.01017482e+01 -2.70680071e-01
  1.05109059e+01 -3.06035025e-01  1.09052907e+01 -3.44175461e-01
  1.12835510e+01 -3.82242391e-01  1.16429476e+01 -4.22580011e-01
  1.19831218e+01 -4.62209822e-01  1.23022074e+01 -5.02363677e-01
  1.26010779e+01 -5.41929233e-01  1.46093413e+01 -8.42072813e-01]"
766,"[8.18812066e-01 3.57771923e-03 1.62538280e+00 8.93020951e-03
 2.41762157e+00 1.68507179e-02 3.19573003e+00 2.53494369e-02
 3.95652181e+00 3.61136888e-02 4.70009773e+00 4.81485699e-02
 5.42546291e+00 6.13532519e-02 6.13162243e+00 7.56269064e-02
 6.81857628e+00 9.09695332e-02 7.48344060e+00 1.06083744e-01
 8.12700863e+00 1.23060174e-01 8.74848711e+00 1.39808187e-01
 9.34588624e+00 1.56126127e-01 9.91910520e+00 1.73008898e-01
 1.04671491e+01 1.90355671e-01 1.09890230e+01 2.08065618e-01
 1.14848277e+01 2.25143835e-01 1.19524726e+01 2.42383569e-01
 1.23930535e+01 2.58890745e-01 1.28044797e+01 2.75458610e-01
 1.31877461e+01 2.92187991e-01 1.35419586e+01 3.07983158e-01
 1.38690063e+01 3.24040670e-01 1.41679949e+01 3.39264795e-01
 1.44410153e+01 3.52862287e-01 1.46878656e+01 3.66822952e-01
 1.49107375e+01 3.79358640e-01 1.51105249e+01 3.91565084e-01
 1.52904142e+01 4.01754960e-01 1.65490344e+01 4.79053515e-01]"
767,"[ 3.95020164e-01 -2.64699357e-04  7.78041027e-01 -3.99845309e-04
  1.14906259e+00 -4.05437857e-04  1.50507423e+00 -1.24903037e-03
  1.84809743e+00 -9.52331639e-04  2.17509996e+00 -2.48277848e-03
  2.48711417e+00 -2.85134184e-03  2.78411845e+00 -4.05790516e-03
  3.06412372e+00 -5.08093450e-03  3.32712999e+00 -5.92042985e-03
  3.57413718e+00 -6.58718732e-03  3.80514531e+00 -7.08120692e-03
  4.01814370e+00 -8.38083813e-03  4.21515381e+00 -8.50778975e-03
  4.39616485e+00 -8.46200350e-03  4.56116603e+00 -9.24342109e-03
  4.71117888e+00 -8.86295521e-03  4.84719255e+00 -8.33134369e-03
  4.97119612e+00 -8.67012049e-03  5.08421112e+00 -7.89019827e-03
  5.18822665e+00 -7.01311101e-03  5.28523180e+00 -7.06039264e-03
  5.37824797e+00 -6.06454809e-03  5.47026420e+00 -5.05790742e-03
  5.56326958e+00 -5.06200458e-03  5.66128546e+00 -4.12014061e-03
  5.76529019e+00 -4.24299507e-03  5.88030508e+00 -3.48466509e-03
  6.00731927e+00 -2.85588851e-03  8.39766581e+00  1.63387691e-02]"
768,"[1.96780862e-01 1.51406689e-03 3.93401619e-01 2.04103368e-03
 5.88048177e-01 2.88820910e-03 7.81707634e-01 3.89548882e-03
 9.75367091e-01 4.90276855e-03 1.16705235e+00 6.23025690e-03
 1.35775051e+00 7.71784956e-03 1.54844866e+00 9.20544222e-03
 1.73602541e+00 1.01862477e-02 1.92277517e+00 1.23142576e-02
 2.10739062e+00 1.37753760e-02 2.29003188e+00 1.55567031e-02
 2.47069893e+00 1.76582388e-02 2.64840468e+00 2.02400874e-02
 2.82200192e+00 2.24752531e-02 2.99346487e+00 2.40435274e-02
 3.16097941e+00 2.62522189e-02 3.32454555e+00 2.91013277e-02
 3.48384308e+00 3.06166535e-02 3.63919221e+00 3.27723966e-02
 3.78944574e+00 3.47415611e-02 3.93575087e+00 3.73511429e-02
 4.07482608e+00 3.91072546e-02 4.20979280e+00 4.05166835e-02
 4.33784981e+00 4.30468426e-02 4.45966401e+00 4.45634273e-02
 4.57326121e+00 4.53866463e-02 4.68093580e+00 4.71704912e-02
 4.78039338e+00 4.82609704e-02 5.38322159e+00 5.48303197e-02]"
769,"[ 7.50080090e-01 -3.58585064e-03  1.49535045e+00 -9.59377999e-03
  2.23182585e+00 -1.83673642e-02  2.96050261e+00 -2.98207091e-02
  3.67938812e+00 -4.41256030e-02  4.38748607e+00 -6.13679397e-02
  5.08388604e+00 -8.26299176e-02  5.76850216e+00 -1.06915232e-01
  6.43942769e+00 -1.35391976e-01  7.09657676e+00 -1.67063846e-01
  7.73903894e+00 -2.03013038e-01  8.36664245e+00 -2.41246945e-01
  8.97864867e+00 -2.84840374e-01  9.57371772e+00 -3.29894001e-01
  1.01511110e+01 -3.79482633e-01  1.07115670e+01 -4.30531464e-01
  1.12520970e+01 -4.83298176e-01  1.17737831e+01 -5.38693178e-01
  1.22753714e+01 -5.93813453e-01  1.27550409e+01 -6.50823396e-01
  1.32135304e+01 -7.06648201e-01  1.36499294e+01 -7.62370066e-01
  1.40632416e+01 -8.18074885e-01  1.44522989e+01 -8.71855944e-01
  1.48181835e+01 -9.24623653e-01  1.51598992e+01 -9.76463905e-01
  1.54782704e+01 -1.02529820e+00  1.57714763e+01 -1.07329093e+00
  1.60413377e+01 -1.11827770e+00  1.77277573e+01 -1.46972317e+00]"
770,"[ 6.68863973e-01 -7.41523688e-03  1.33659004e+00 -1.96992697e-02
  2.00415196e+00 -3.70796792e-02  2.67132216e+00 -6.05302247e-02
  3.33855579e+00 -8.81033879e-02  4.00419636e+00 -1.22492865e-01
  4.66967278e+00 -1.61978719e-01  5.33235480e+00 -2.09027066e-01
  5.99389891e+00 -2.60944209e-01  6.65362237e+00 -3.20651425e-01
  7.30905907e+00 -3.85518453e-01  7.96192895e+00 -4.56974215e-01
  8.61051206e+00 -5.33589790e-01  9.25360707e+00 -6.16111355e-01
  9.89144156e+00 -7.03565151e-01  1.05218404e+01 -7.96469777e-01
  1.11462326e+01 -8.93105294e-01  1.17636443e+01 -9.93244121e-01
  1.23721280e+01 -1.09643110e+00  1.29726575e+01 -1.20289380e+00
  1.35656880e+01 -1.31068472e+00  1.41478429e+01 -1.42106863e+00
  1.47224988e+01 -1.53278074e+00  1.52867344e+01 -1.64513833e+00
  1.58417510e+01 -1.75739520e+00  1.63873210e+01 -1.87052513e+00
  1.69217245e+01 -1.98309918e+00  1.74481103e+01 -2.09482634e+00
  1.79631020e+01 -2.20697140e+00  2.28899056e+01 -3.34713658e+00]"
771,"[ 3.99316230e-01 -1.88380809e-03  7.89641488e-01 -3.36458407e-03
  1.17093099e+00 -5.44132474e-03  1.54118675e+00 -8.02446742e-03
  1.90140776e+00 -1.11587934e-02  2.25063981e+00 -1.38005247e-02
  2.58983710e+00 -1.69934392e-02  2.91700166e+00 -2.06479745e-02
  3.23317724e+00 -2.38099149e-02  3.53736487e+00 -2.64344792e-02
  3.83051875e+00 -2.95654455e-02  4.11268366e+00 -3.22038169e-02
  4.38286062e+00 -3.43048123e-02  4.64200382e+00 -3.69122096e-02
  4.89015806e+00 -3.90270121e-02  5.12832234e+00 -4.06940012e-02
  5.35549765e+00 -4.18683954e-02  5.57463620e+00 -4.36835357e-02
  5.78382956e+00 -4.40518657e-02  5.98498617e+00 -4.50609418e-02
  6.17819559e+00 -4.47127703e-02  6.36436725e+00 -4.50501261e-02
  6.54458971e+00 -4.41197971e-02  6.71977240e+00 -4.39645582e-02
  6.88996011e+00 -4.35854125e-02  7.05619661e+00 -4.20281447e-02
  7.21839235e+00 -4.12907482e-02  7.37759109e+00 -4.04190078e-02
  7.53583562e+00 -3.85034891e-02  9.14634238e+00 -1.86041869e-02]"
772,"[5.39056079e-01 3.39752668e-03 1.06807811e+00 7.35883338e-03
 1.58509031e+00 1.21942538e-02 2.08993752e+00 1.69158995e-02
 2.58178702e+00 2.26668258e-02 3.05949575e+00 2.86143112e-02
 3.52207581e+00 3.49135225e-02 3.96838417e+00 4.07317382e-02
 4.39826565e+00 4.50810700e-02 4.81073235e+00 4.81166849e-02
 5.20495157e+00 5.09816378e-02 5.57879236e+00 5.29983743e-02
 5.93407532e+00 5.28686723e-02 6.26799196e+00 5.20459206e-02
 6.58153017e+00 5.03749524e-02 6.87468994e+00 4.78557676e-02
 7.14861434e+00 4.53210878e-02 7.40117242e+00 4.20933584e-02
 7.63563817e+00 3.96828553e-02 7.85086855e+00 3.72568571e-02
 8.04998238e+00 3.53377517e-02 8.23214694e+00 3.50685941e-02
 8.40017073e+00 3.49959955e-02 8.55519681e+00 3.59526775e-02
 8.69904578e+00 3.66404180e-02 8.83218315e+00 4.00228820e-02
 8.95710708e+00 4.26709040e-02 9.07625884e+00 4.72378154e-02
 9.19031600e+00 5.15926725e-02 1.06685386e+01 1.69651448e-01]"
773,"[ 7.18655323e-01 -4.41884398e-03  1.42243189e+00 -1.23905081e-02
  2.11033038e+00 -2.39519838e-02  2.78031517e+00 -3.81779388e-02
  3.42838900e+00 -5.52163392e-02  4.05455188e+00 -7.50671851e-02
  4.65780447e+00 -9.77674679e-02  5.23414954e+00 -1.23465154e-01
  5.78454938e+00 -1.51123936e-01  6.30804169e+00 -1.81780122e-01
  6.80355317e+00 -2.13472071e-01  7.27012148e+00 -2.47236090e-01
  7.70767265e+00 -2.81073550e-01  8.11827929e+00 -3.16909097e-01
  8.50083111e+00 -3.51781777e-01  8.85640141e+00 -3.87653228e-01
  9.18595252e+00 -4.23487145e-01  9.49248237e+00 -4.59172552e-01
  9.77595398e+00 -4.93710133e-01  1.00384030e+01 -5.28025222e-01
  1.02827903e+01 -5.61007527e-01  1.05111886e+01 -5.94581698e-01
  1.07245232e+01 -6.26712111e-01  1.09258289e+01 -6.58287107e-01
  1.11181039e+01 -6.89195711e-01  1.13013850e+01 -7.20437239e-01
  1.14806689e+01 -7.51826734e-01  1.16559555e+01 -7.83364195e-01
  1.18292804e+01 -8.15974954e-01  1.39368625e+01 -1.30634783e+00]"
774,"[ 4.74085435e-01 -2.48449934e-05  9.35027642e-01 -5.55239070e-04
  1.38492755e+00 -8.25607554e-04  1.82080470e+00 -4.94083690e-04
  2.24353862e+00 -6.68108909e-04  2.65435072e+00  5.25332894e-04
  3.05301307e+00  1.09927003e-03  3.43876010e+00  3.15462977e-03
  3.81434437e+00  4.36257368e-03  4.17900029e+00  6.82402902e-03
  4.53360740e+00  9.43155437e-03  4.87927313e+00  1.30646800e-02
  5.21775656e+00  1.55085230e-02  5.54829209e+00  1.88640107e-02
  5.87286671e+00  2.29032319e-02  6.19335344e+00  2.64047896e-02
  6.50887273e+00  3.04761253e-02  6.82129761e+00  3.38958418e-02
  7.12974855e+00  3.77713807e-02  7.43720600e+00  4.17608752e-02
  7.74156903e+00  4.50987506e-02  8.04295161e+00  4.87784927e-02
  8.34234722e+00  5.26861460e-02  8.63864842e+00  5.59421802e-02
  8.93185520e+00  5.85465954e-02  9.22009455e+00  6.17207884e-02
  9.50325252e+00  6.44712736e-02  9.77945609e+00  6.80194478e-02
  1.00494708e+01  7.02643839e-02  1.23251895e+01  1.13213309e-01]"
