,0
53,"[3.57189024e-01 3.00017460e-03 7.17375403e-01 6.12631215e-03
 1.08051715e+00 1.03775308e-02 1.44361691e+00 1.56278676e-02
 1.80767379e+00 2.19193101e-02 2.17168869e+00 2.92098708e-02
 2.53270624e+00 3.63744685e-02 2.89164157e+00 4.54533272e-02
 3.24753757e+00 5.54053411e-02 3.59843797e+00 6.51474167e-02
 3.94325969e+00 7.66358026e-02 4.28208670e+00 8.78722626e-02
 4.61287877e+00 9.97719395e-02 4.93363768e+00 1.12250858e-01
 5.24336430e+00 1.25267030e-01 5.54105951e+00 1.38778469e-01
 5.82580818e+00 1.50744950e-01 6.09448698e+00 1.64037865e-01
 6.34722188e+00 1.75659860e-01 6.58292978e+00 1.87567182e-01
 6.80065356e+00 1.98718727e-01 7.00043520e+00 2.08115375e-01
 7.18019249e+00 2.17671389e-01 7.34200764e+00 2.25472507e-01
 7.48483954e+00 2.32475860e-01 7.60968732e+00 2.38723434e-01
 7.71759208e+00 2.43258101e-01 7.80951095e+00 2.47120965e-01
 7.88644304e+00 2.50354014e-01 8.16927745e+00 2.60238284e-01]"
54,"[ 4.92046659e-01 -1.75643907e-03  9.72095219e-01 -3.29933349e-03
  1.43811040e+00 -6.59277579e-03  1.89212749e+00 -9.67267343e-03
  2.33111136e+00 -1.44853236e-02  2.75711508e+00 -1.80667920e-02
  3.16908544e+00 -2.33988083e-02  3.56605816e+00 -2.84638939e-02
  3.94901531e+00 -3.42796856e-02  4.31797467e+00 -3.98463419e-02
  4.67193641e+00 -4.51460674e-02  5.01088273e+00 -5.11787037e-02
  5.33583127e+00 -5.69622047e-02  5.64576438e+00 -6.34786164e-02
  5.94169972e+00 -6.97458927e-02  6.22263742e+00 -7.57462383e-02
  6.49057719e+00 -8.15152437e-02  6.74451917e+00 -8.70351138e-02
  6.98546322e+00 -9.23236438e-02  7.21440916e+00 -9.73986292e-02
  7.43135700e+00 -1.02260070e-01  7.63630674e+00 -1.06907966e-01
  7.83125807e+00 -1.11377908e-01  8.01521114e+00 -1.15652101e-01
  8.19018343e+00 -1.18766294e-01  8.35613935e+00 -1.22720170e-01
  8.51311448e+00 -1.25514046e-01  8.66207309e+00 -1.29165400e-01
  8.80205093e+00 -1.31656754e-01  9.80996249e+00 -1.45595138e-01]"
55,"[3.15056994e-01 3.00779969e-04 6.13097389e-01 1.26138261e-03
 8.91141785e-01 1.82201192e-03 1.15116978e+00 3.02246523e-03
 1.39118178e+00 4.82274522e-03 1.61319738e+00 6.26304920e-03
 1.81521697e+00 7.30337986e-03 1.99922017e+00 8.98353451e-03
 2.16622677e+00 1.03237118e-02 2.31521697e+00 1.23037132e-02
 2.44921017e+00 1.39837345e-02 2.56820637e+00 1.53637758e-02
 2.67320537e+00 1.64638358e-02 2.76720657e+00 1.73439105e-02
 2.84919017e+00 1.89838012e-02 2.92319537e+00 1.94639025e-02
 2.98918217e+00 2.07838145e-02 3.04919017e+00 2.09839345e-02
 3.10317937e+00 2.20638625e-02 3.15518897e+00 2.21039931e-02
 3.20317937e+00 2.30639291e-02 3.25018997e+00 2.30040665e-02
 3.29718057e+00 2.39440038e-02 3.34319136e+00 2.38641425e-02
 3.38920216e+00 2.37842811e-02 3.43619276e+00 2.47242185e-02
 3.48520296e+00 2.47043531e-02 3.53521296e+00 2.47044865e-02
 3.58622276e+00 2.47246184e-02 4.39234155e+00 2.68463437e-02]"
56,"[7.07068177e-01 3.40476752e-03 1.39405242e+00 7.60665598e-03
 2.05983459e+00 1.45421025e-02 2.70148005e+00 2.30330144e-02
 3.31898881e+00 3.30793919e-02 3.91136267e+00 4.46212707e-02
 4.47854166e+00 5.86568516e-02 5.01970747e+00 7.21315688e-02
 5.53573837e+00 8.71017876e-02 6.02775249e+00 1.01631071e-01
 6.49469168e+00 1.16657655e-01 6.93861229e+00 1.31303267e-01
 7.36151072e+00 1.45687836e-01 7.76350690e+00 1.57814960e-01
 8.14847372e+00 1.69920897e-01 8.51840756e+00 1.82125574e-01
 8.87342835e+00 1.92432590e-01 9.21752890e+00 2.01081802e-01
 9.55158749e+00 2.10129574e-01 9.87871863e+00 2.17759398e-01
 1.02007988e+01 2.26087602e-01 1.05190061e+01 2.32179549e-01
 1.08341589e+01 2.39089804e-01 1.11493716e+01 2.45001859e-01
 1.14635861e+01 2.50853950e-01 1.17787988e+01 2.56766005e-01
 1.20940714e+01 2.61679860e-01 1.24093441e+01 2.66593714e-01
 1.27246168e+01 2.71507569e-01 1.56425052e+01 3.27576747e-01]"
57,"[6.58304056e-01 4.09517987e-03 1.30077312e+00 1.06909563e-02
 1.92821462e+00 1.77021326e-02 2.53873151e+00 2.63124038e-02
 3.13331933e+00 3.64277055e-02 3.71098253e+00 4.81421019e-02
 4.27162704e+00 6.04600271e-02 4.81534693e+00 7.43770472e-02
 5.33996293e+00 8.80901587e-02 5.84855581e+00 1.02312734e-01
 6.33804481e+00 1.16331402e-01 6.81042105e+00 1.29958032e-01
 7.26378747e+00 1.44376319e-01 7.69994708e+00 1.57407003e-01
 8.11899393e+00 1.70045649e-01 8.51983840e+00 1.81390757e-01
 8.90357012e+00 1.92343827e-01 9.26909945e+00 2.02003357e-01
 9.61950716e+00 2.11082722e-01 9.95171249e+00 2.18868548e-01
 1.02677066e+01 2.25172706e-01 1.05665879e+01 2.31084826e-01
 1.08482624e+01 2.35609343e-01 1.11138197e+01 2.39647758e-01
 1.13611747e+01 2.42392634e-01 1.15904213e+01 2.44839537e-01
 1.18024611e+01 2.45898836e-01 1.19953970e+01 2.46754227e-01
 1.21703187e+01 2.48307211e-01 1.30081460e+01 2.49502788e-01]"
58,"[ 5.72260277e-01 -5.11616301e-03  1.12765074e+00 -1.29543239e-02
  1.66734917e+00 -2.27316672e-02  2.18900000e+00 -3.60138239e-02
  2.69299819e+00 -5.08401839e-02  3.17992908e+00 -6.93688469e-02
  3.64822703e+00 -8.92442237e-02  4.09985265e+00 -1.10861293e-01
  4.53382564e+00 -1.34022566e-01  4.95014600e+00 -1.58728043e-01
  5.35077433e+00 -1.85372702e-01  5.73492783e+00 -2.12778749e-01
  6.10240900e+00 -2.41926488e-01  6.45361282e+00 -2.70855311e-01
  6.78951959e+00 -2.99762706e-01  7.10993184e+00 -3.29628978e-01
  7.41406673e+00 -3.59276333e-01  7.70290458e+00 -3.88902261e-01
  7.97664288e+00 -4.17526456e-01  8.23312353e+00 -4.45734244e-01
  8.47568241e+00 -4.72157484e-01  8.70196395e+00 -4.98361807e-01
  8.91334342e+00 -5.22584093e-01  9.10982082e+00 -5.44824341e-01
  9.29217898e+00 -5.66260346e-01  9.46061538e+00 -5.85911802e-01
  9.61709063e+00 -6.04173690e-01  9.76082191e+00 -6.19868214e-01
  9.89455266e+00 -6.34568148e-01  1.10948149e+01 -7.52938652e-01]"
59,"[ 0.50062508  0.01259099  0.98631885  0.02764291  1.45414432  0.04724718
  1.90600817  0.06834363  2.34094167  0.0919626   2.75991354  0.11707375
  3.16492284  0.14361551  3.55796862  0.17152629  3.93802057  0.19983736
  4.30907679  0.22842555  4.67313632  0.25722928  5.03122949  0.28721729
  5.38532456  0.31732847  5.73745137  0.34850075  6.08957818  0.37967303
  6.44176657  0.41284437  6.79595401  0.44595412  7.1521713   0.48000181
  7.50938811  0.51401872  7.86763524  0.54900435  8.22588237  0.58398999
  8.58312997  0.61900642  8.93537994  0.6541768   9.2826015   0.68850162
  9.61982779  0.72313435  9.94699724  0.75607595 10.26111128  0.78741878
 10.55817179  0.81728602 10.83817878  0.84567766 12.54323966  1.01625723]"
60,"[6.33069199e-01 2.71836052e-03 1.25966730e+00 8.61869426e-03
 1.87595922e+00 1.61870669e-02 2.47996207e+00 2.51622271e-02
 3.06943175e+00 3.72657873e-02 3.64238539e+00 5.22364960e-02
 4.19710139e+00 6.78302385e-02 4.73219643e+00 8.68906844e-02
 5.24607952e+00 1.06182287e-01 5.73749799e+00 1.27557285e-01
 6.20658245e+00 1.50024245e-01 6.65234148e+00 1.73452543e-01
 7.07477508e+00 1.97842178e-01 7.47302244e+00 2.22071093e-01
 7.84708356e+00 2.46139288e-01 8.19794988e+00 2.70177389e-01
 8.52363852e+00 2.93924144e-01 8.82639360e+00 3.15657941e-01
 9.10694531e+00 3.37492269e-01 9.36344141e+00 3.58174446e-01
 9.59898682e+00 3.77104916e-01 9.81259009e+00 3.94153053e-01
 1.00070949e+01 4.10702167e-01 1.01827625e+01 4.24769394e-01
 1.03403231e+01 4.38468222e-01 1.04820208e+01 4.50077041e-01
 1.06095772e+01 4.61839964e-01 1.07253671e+01 4.71043947e-01
 1.08299899e+01 4.80793912e-01 1.18497109e+01 5.72783808e-01]"
61,"[ 4.23164241e-01 -3.46767576e-03  8.42218624e-01 -7.26559762e-03
  1.25798555e+00 -1.25442688e-02  1.66964262e+00 -1.81531861e-02
  2.07488882e+00 -2.57371502e-02  2.47503871e+00 -3.34873090e-02
  2.86713293e+00 -4.09115083e-02  3.25084339e+00 -4.99826515e-02
  3.62633413e+00 -5.97142869e-02  3.99064579e+00 -6.96142603e-02
  4.34279194e+00 -7.95185203e-02  4.68375901e+00 -8.95911182e-02
  5.01157410e+00 -9.95039512e-02  5.32607317e+00 -1.10243471e-01
  5.62544735e+00 -1.20495123e-01  5.91068311e+00 -1.30422959e-01
  6.17964349e+00 -1.40685328e-01  6.43347898e+00 -1.50459828e-01
  6.67202555e+00 -1.60732913e-01  6.89347433e+00 -1.70190027e-01
  7.09979823e+00 -1.79159274e-01  7.28902435e+00 -1.87312550e-01
  7.46197509e+00 -1.95800358e-01  7.61897854e+00 -2.02649796e-01
  7.75970662e+00 -2.09833766e-01  7.88547386e+00 -2.15543417e-01
  7.99611623e+00 -2.20765200e-01  8.09360662e+00 -2.25827218e-01
  8.17695858e+00 -2.30565420e-01  8.46860735e+00 -2.44600971e-01]"
62,"[4.12165487e-01 1.26929653e-03 8.12290100e-01 2.40689004e-03
 1.20044598e+00 4.41017497e-03 1.57656099e+00 6.28175688e-03
 1.93856819e+00 7.16852323e-03 2.28760926e+00 8.99312195e-03
 2.62261467e+00 1.08302996e-02 2.94351228e+00 1.16826616e-02
 3.25044636e+00 1.35449970e-02 3.54227524e+00 1.44946577e-02
 3.82006847e+00 1.54568974e-02 4.08282863e+00 1.65038569e-02
 4.33255053e+00 1.74912543e-02 4.56723936e+00 1.85633715e-02
 4.78789254e+00 1.96480677e-02 4.99451005e+00 2.07453427e-02
 5.18908669e+00 2.17109147e-02 5.36962766e+00 2.26890655e-02
 5.53720251e+00 2.46050488e-02 5.69266434e+00 2.53919346e-02
 5.83516004e+00 2.71166527e-02 5.96561487e+00 2.87096679e-02
 6.08502622e+00 3.00988390e-02 6.19139930e+00 3.14284481e-02
 6.28772629e+00 3.24820723e-02 6.37308195e+00 3.43292469e-02
 6.44839152e+00 3.59004367e-02 6.51365500e+00 3.71956415e-02
 6.56986980e+00 3.81427204e-02 6.81104799e+00 4.57637530e-02]"
63,"[ 5.03254409e-01 -1.05504664e-06  9.96482081e-01  6.79474752e-04
  1.47974660e+00  4.26003185e-05  1.95198489e+00  5.55197613e-05
  2.41519593e+00  7.81815019e-04  2.86744433e+00  1.58915075e-04
  3.30866649e+00  1.85809007e-04  3.73989371e+00 -1.05206754e-04
  4.16009470e+00  2.53571361e-04  4.56830176e+00  2.30857844e-04
  4.96348359e+00  7.94356265e-04  5.34767099e+00  1.00815402e-03
  5.71783367e+00  1.77637275e-03  6.07400342e+00  2.09951791e-03
  6.41614847e+00  2.97708403e-03  6.74326930e+00  4.37728015e-03
  7.05542951e+00  4.30111720e-03  7.35256550e+00  4.74758424e-03
  7.63367780e+00  5.68489031e-03  7.89882997e+00  5.11404633e-03
  8.14895793e+00  5.06583236e-03  8.38509297e+00  4.57254481e-03
  8.60520430e+00  4.57009629e-03  8.81235400e+00  3.15487063e-03
  9.00651027e+00  1.32636237e-03  9.18664182e+00  5.22750772e-05
  9.35581073e+00 -2.57100742e-03  9.51395340e+00 -4.54449604e-03
  9.66013393e+00 -7.89897083e-03  1.06616949e+01 -4.10751465e-02]"
64,"[ 4.44862821e-01 -1.43890832e-03  8.80518981e-01 -3.36505102e-03
  1.30400962e+00 -5.28331473e-03  1.71615598e+00 -8.34502447e-03
  2.11613683e+00 -1.13988552e-02  2.50181453e+00 -1.51010186e-02
  2.87434043e+00 -1.86302653e-02  3.23157691e+00 -2.26428068e-02
  3.57352396e+00 -2.71386432e-02  3.89936034e+00 -3.09664494e-02
  4.20875598e+00 -3.60988000e-02  4.50204094e+00 -4.05631204e-02
  4.77707762e+00 -4.50156223e-02  5.03567355e+00 -5.07726686e-02
  5.27815881e+00 -5.58616847e-02  5.50256083e+00 -5.99525951e-02
  5.71052210e+00 -6.53480498e-02  5.90220766e+00 -7.10617616e-02
  6.07794758e+00 -7.51211560e-02  6.23724676e+00 -8.04850947e-02
  6.38240784e+00 -8.55110788e-02  6.51343083e+00 -9.01991084e-02
  6.62949446e+00 -9.33978584e-02  6.73322754e+00 -9.75750166e-02
  6.82479510e+00 -1.01744296e-01  6.90534845e+00 -1.05084447e-01
  6.97587390e+00 -1.07760507e-01  7.03620640e+00 -1.10758763e-01
  7.08848356e+00 -1.13423005e-01  7.36631013e+00 -1.25439669e-01]"
65,"[6.88319659e-01 1.02299388e-03 1.36861142e+00 2.78951949e-03
 2.03890830e+00 4.23609971e-03 2.70020979e+00 5.39472908e-03
 3.35248389e+00 7.26489564e-03 3.99373163e+00 9.78261032e-03
 4.62495249e+00 1.29798677e-02 5.24417949e+00 1.57931905e-02
 5.85341162e+00 1.82865680e-02 6.44961841e+00 2.13635045e-02
 7.03483083e+00 2.40885011e-02 7.60701790e+00 2.73970567e-02
 8.16724312e+00 2.93221898e-02 8.71341152e+00 3.27983755e-02
 9.24761805e+00 3.48911386e-02 9.76783175e+00 3.65359782e-02
 1.02740206e+01 3.87323823e-02 1.07662167e+01 4.04808629e-02
 1.12434204e+01 4.17494253e-02 1.17066313e+01 4.25700642e-02
 1.21548178e+01 4.39102731e-02 1.25870126e+01 4.47385694e-02
 1.30041831e+01 4.60864356e-02 1.34043622e+01 4.68903947e-02
 1.37895490e+01 4.72144356e-02 1.41566811e+01 4.89615510e-02
 1.45078213e+01 5.01967537e-02 1.48419383e+01 5.18875373e-02
 1.51590320e+01 5.40339018e-02 1.75482487e+01 8.54918934e-02]"
66,"[7.36830126e-01 3.21951630e-03 1.47059376e+00 7.21143230e-03
 2.19829932e+00 1.17509589e-02 2.91795245e+00 1.66882366e-02
 3.62456719e+00 2.16486170e-02 4.31814355e+00 2.66321000e-02
 4.99568996e+00 3.14138964e-02 5.65620923e+00 3.59190767e-02
 6.29962643e+00 4.11448296e-02 6.92409704e+00 4.49469181e-02
 7.53054332e+00 4.83974606e-02 8.11889034e+00 5.24936460e-02
 8.68829078e+00 5.51661670e-02 9.23959196e+00 5.84843310e-02
 9.77379107e+00 6.25230675e-02 1.02899659e+01 6.62102581e-02
 1.07891135e+01 6.96208325e-02 1.12701619e+01 7.36770498e-02
 1.17351803e+01 7.75315806e-02 1.21821744e+01 8.10345655e-02
 1.26119915e+01 8.62553119e-02 1.30258536e+01 9.02771829e-02
 1.34215415e+01 9.59418856e-02 1.37992800e+01 1.00257854e-01
 1.41598415e+01 1.06291583e-01 1.45034508e+01 1.11051507e-01
 1.48279636e+01 1.16382145e-01 1.51353744e+01 1.22433355e-01
 1.54237636e+01 1.28058090e-01 1.74094544e+01 1.79991314e-01]"
67,"[ 5.09003820e-01 -4.59466812e-03  1.00701003e+00 -1.21980949e-02
  1.49301784e+00 -2.18110769e-02  1.96802725e+00 -3.34328179e-02
  2.42903825e+00 -4.70657069e-02  2.87705005e+00 -6.17089478e-02
  3.31006345e+00 -7.83641329e-02  3.72707765e+00 -9.60320590e-02
  4.12709345e+00 -1.15713522e-01  4.50910846e+00 -1.34409319e-01
  4.87112428e+00 -1.54121042e-01  5.21114009e+00 -1.73850285e-01
  5.53015512e+00 -1.92596251e-01  5.82517016e+00 -2.11361328e-01
  6.09518361e+00 -2.28146315e-01  6.34119548e+00 -2.42950414e-01
  6.56220656e+00 -2.56774421e-01  6.75721605e+00 -2.68619134e-01
  6.92822476e+00 -2.79482958e-01  7.07423108e+00 -2.87366692e-01
  7.19723662e+00 -2.94268742e-01  7.29924136e+00 -3.00187514e-01
  7.38024452e+00 -3.04123011e-01  7.44224689e+00 -3.07073637e-01
  7.48824767e+00 -3.08037006e-01  7.51924846e+00 -3.09012320e-01
  7.52924766e+00 -3.08004357e-01  7.52924766e+00 -3.08004357e-01
  7.52924766e+00 -3.08004357e-01  7.52924766e+00 -3.08004357e-01]"
68,"[6.78324779e-01 7.03048488e-04 1.34365621e+00 9.90167970e-04
 1.99696180e+00 1.89284103e-03 2.63827352e+00 2.41157962e-03
 3.26759139e+00 2.54638374e-03 3.88588290e+00 3.32873598e-03
 4.49218055e+00 3.72715375e-03 5.08845133e+00 4.80511418e-03
 5.67276024e+00 4.49965209e-03 6.24604279e+00 4.84173812e-03
 6.80733149e+00 4.79988968e-03 7.35659433e+00 5.37359482e-03
 7.89383132e+00 6.56285354e-03 8.41710748e+00 6.30470066e-03
 8.92632681e+00 7.59760033e-03 9.42155331e+00 8.44257646e-03
 9.90072401e+00 1.07746160e-02 1.03649024e+01 1.26267375e-02
 1.08120575e+01 1.49344399e-02 1.12421573e+01 1.86972112e-02
 1.16542663e+01 2.18840809e-02 1.20483525e+01 2.54945368e-02
 1.24223850e+01 3.04640781e-02 1.27774273e+01 3.48257231e-02
 1.31114162e+01 4.05144589e-02 1.34264149e+01 4.55952984e-02
 1.37203924e+01 5.10037407e-02 1.39933486e+01 5.67397857e-02
 1.42463151e+01 6.18359399e-02 1.58156393e+01 1.08069414e-01]"
69,"[ 6.32042286e-01 -3.24795166e-03  1.24606963e+00 -7.17542800e-03
  1.83906470e+00 -1.27288845e-02  2.41006326e+00 -1.78908425e-02
  2.96004735e+00 -2.36789390e-02  3.48601744e+00 -3.00397878e-02
  3.98797354e+00 -3.69733890e-02  4.46595124e+00 -4.24800592e-02
  4.91891509e+00 -4.85416864e-02  5.34688291e+00 -5.41584290e-02
  5.74885484e+00 -5.93124914e-02  6.12483090e+00 -6.40038738e-02
  6.47581091e+00 -6.82503715e-02  6.79979519e+00 -7.20163937e-02
  7.09980107e+00 -7.43554850e-02  7.37379327e+00 -7.72317379e-02
  7.62380707e+00 -7.86810598e-02  7.84982467e+00 -7.97032924e-02
  8.05282812e+00 -8.13160727e-02  8.23485268e+00 -8.15553083e-02
  8.39588058e+00 -8.14208407e-02  8.53891132e+00 -8.09660562e-02
  8.66392712e+00 -8.11907963e-02  8.77394529e+00 -8.11486056e-02
  8.86796599e+00 -8.08216887e-02  8.94898876e+00 -8.02634318e-02
  9.01899547e+00 -8.05092673e-02  9.07702187e+00 -7.95417165e-02
  9.12703175e+00 -7.94316442e-02  9.30407491e+00 -7.85820612e-02]"
70,"[6.12590614e-01 2.39581894e-03 1.20815283e+00 4.97479942e-03
 1.78369009e+00 7.59299671e-03 2.34020126e+00 1.02983924e-02
 2.87668748e+00 1.30430049e-02 3.39314876e+00 1.58268342e-02
 3.88863422e+00 1.76030506e-02 4.36309589e+00 1.93705021e-02
 4.81753262e+00 2.11771706e-02 5.24994670e+00 2.29270926e-02
 5.66238382e+00 2.37173833e-02 6.05479599e+00 2.45468908e-02
 6.42618436e+00 2.53676336e-02 6.77854664e+00 2.62755747e-02
 7.11288167e+00 2.73186958e-02 7.42823859e+00 2.74501671e-02
 7.72656710e+00 2.77647999e-02 8.00886606e+00 2.83105758e-02
 8.27618229e+00 2.81366282e-02 8.53146437e+00 2.83857499e-02
 8.77476026e+00 2.80590928e-02 9.00801970e+00 2.82514682e-02
 9.23328834e+00 2.80599910e-02 9.45151707e+00 2.85314911e-02
 9.66679724e+00 2.78601983e-02 9.87903287e+00 2.80438089e-02
 1.00913165e+01 2.72285713e-02 1.03045510e+01 2.74601636e-02
 1.05207820e+01 2.78357005e-02 1.32689539e+01 2.76971453e-02]"
71,"[ 5.73086734e-01 -7.71427528e-04  1.13015750e+00 -2.24195489e-03
  1.67221212e+00 -4.43037731e-03  2.19726974e+00 -6.29928098e-03
  2.70729242e+00 -9.88590306e-03  3.20031811e+00 -1.31530064e-02
  3.67834644e+00 -1.61381815e-02  4.13834037e+00 -2.07846892e-02
  4.58233712e+00 -2.51304735e-02  5.00933687e+00 -2.91567390e-02
  5.41832101e+00 -3.38445140e-02  5.81030815e+00 -3.82127702e-02
  6.18327985e+00 -4.32237405e-02  6.53725491e+00 -4.78776017e-02
  6.87223332e+00 -5.21743537e-02  7.18621545e+00 -5.60764061e-02
  7.48018231e+00 -6.06023774e-02  7.75315288e+00 -6.47336491e-02
  8.00512716e+00 -6.84702212e-02  8.23610515e+00 -7.18120937e-02
  8.44508703e+00 -7.47404713e-02  8.63407243e+00 -7.72929445e-02
  8.80106173e+00 -7.94319229e-02  8.94903559e+00 -8.22136155e-02
  9.07703177e+00 -8.36195803e-02  9.18703113e+00 -8.46872311e-02
  9.28001471e+00 -8.64351866e-02  9.35602008e+00 -8.68638000e-02
  9.41702810e+00 -8.70104850e-02  9.59003513e+00 -8.82624114e-02]"
72,"[ 4.69468144e-01 -1.28927142e-03  9.29902236e-01 -1.95731360e-03
  1.37938802e+00 -4.08633808e-03  1.81592725e+00 -7.76032019e-03
  2.23943596e+00 -1.09810237e-02  2.64695878e+00 -1.48735296e-02
  3.03949483e+00 -1.93958503e-02  3.41708609e+00 -2.55471039e-02
  3.77864948e+00 -3.13710419e-02  4.12622521e+00 -3.77828070e-02
  4.45881417e+00 -4.48243869e-02  4.77841459e+00 -5.24118063e-02
  5.08602560e+00 -6.05030775e-02  5.38168917e+00 -7.00973187e-02
  5.66831870e+00 -7.90703306e-02  5.94399991e+00 -8.95043249e-02
  6.21168818e+00 -1.00274220e-01  6.47142549e+00 -1.12379135e-01
  6.72412699e+00 -1.23778845e-01  6.96887753e+00 -1.36513575e-01
  7.20667623e+00 -1.50541336e-01  7.43748111e+00 -1.64863011e-01
  7.66029303e+00 -1.79520587e-01  7.87711025e+00 -1.94430089e-01
  8.08597652e+00 -2.10674611e-01  8.28680785e+00 -2.26255915e-01
  8.48168645e+00 -2.43088264e-01  8.66853013e+00 -2.59257396e-01
  8.84742285e+00 -2.76761547e-01  1.05150035e+01 -4.69914086e-01]"
73,"[ 4.23042519e-01 -1.63767888e-04  8.44085229e-01 -3.55127555e-04
  1.26414183e+00 -1.56018794e-03  1.68219862e+00 -2.79284011e-03
  2.09826940e+00 -5.05298889e-03  2.51432638e+00 -6.31323283e-03
  2.92741124e+00 -9.61467411e-03  3.33949619e+00 -1.29299113e-02
  3.74958134e+00 -1.62727402e-02  4.15769426e+00 -2.16429706e-02
  4.56180757e+00 -2.70683845e-02  4.96293496e+00 -3.35350910e-02
  5.36007652e+00 -4.10568858e-02  5.75123245e+00 -4.96613608e-02
  6.13540285e+00 -5.93623119e-02  6.51360141e+00 -7.11458479e-02
  6.88280082e+00 -8.30535470e-02  7.24202878e+00 -9.70990146e-02
  7.59025778e+00 -1.11296237e-01  7.92650172e+00 -1.26658915e-01
  8.24976069e+00 -1.43200844e-01  8.55803489e+00 -1.60949617e-01
  8.85129672e+00 -1.77905423e-01  9.12957377e+00 -1.96068072e-01
  9.38985254e+00 -2.14479047e-01  9.63411903e+00 -2.32110851e-01
  9.86138714e+00 -2.49977186e-01  1.00706432e+01 -2.67091942e-01
  1.02638869e+01 -2.83427527e-01  1.14225841e+01 -3.98453216e-01]"
74,"[5.34266115e-01 1.31085017e-03 1.05340397e+00 2.25328678e-03
 1.55652740e+00 3.92945417e-03 2.04154012e+00 5.56118597e-03
 2.51043043e+00 6.93249685e-03 2.95922172e+00 8.47535744e-03
 3.38979430e+00 8.97963075e-03 3.80126201e+00 9.54746111e-03
 4.19163655e+00 1.03948338e-02 4.56091792e+00 1.15217489e-02
 4.90910612e+00 1.29282064e-02 5.23509900e+00 1.37280472e-02
 5.53712425e+00 1.61255600e-02 5.81695419e+00 1.79164561e-02
 6.07270850e+00 2.03108726e-02 6.30427919e+00 2.23146577e-02
 6.51387055e+00 2.57001295e-02 6.69927829e+00 2.86949699e-02
 6.86359286e+00 3.19693527e-02 7.00582011e+00 3.56312706e-02
 7.12784035e+00 3.84705864e-02 7.23185786e+00 4.22596184e-02
 7.31765667e+00 4.50100630e-02 7.38733306e+00 4.75000867e-02
 7.44188119e+00 4.96216969e-02 7.48328937e+00 5.11589082e-02
 7.51255174e+00 5.20037280e-02 7.52579969e+00 5.35822786e-02
 7.52579969e+00 5.35822786e-02 7.52579969e+00 5.35822786e-02]"
75,"[ 6.80073357e-01 -4.79331000e-04  1.34314838e+00 -1.19665422e-03
  1.98623936e+00 -3.19387030e-03  2.61031821e+00 -4.45717569e-03
  3.21239921e+00 -6.02847102e-03  3.79149646e+00 -8.92165783e-03
  4.34858187e+00 -1.11229326e-02  4.88066973e+00 -1.36741959e-02
  5.38676014e+00 -1.65894473e-02  5.86783900e+00 -1.88547853e-02
  6.32192050e+00 -2.14981110e-02  6.74800475e+00 -2.45334238e-02
  7.14607774e+00 -2.69608218e-02  7.51713938e+00 -2.87663055e-02
  7.85920386e+00 -3.09777759e-02  8.17327109e+00 -3.35812335e-02
  8.46032696e+00 -3.55627768e-02  8.72037148e+00 -3.69224057e-02
  8.95540445e+00 -3.76321212e-02  9.16543987e+00 -3.86918252e-02
  9.35347744e+00 -4.00595192e-02  9.52050307e+00 -4.07213016e-02
  9.66853057e+00 -4.16490753e-02  9.79954573e+00 -4.18149392e-02
  9.91556236e+00 -4.21907962e-02  1.00205661e+01 -4.17207463e-02
  1.01145849e+01 -4.24045933e-02  1.02005904e+01 -4.22005346e-02
  1.02815965e+01 -4.20664736e-02  1.12587107e+01 -4.33874505e-02]"
76,"[5.35209832e-01 6.60295750e-04 1.06239574e+00 5.35295462e-04
 1.58058488e+00 6.51433254e-04 2.08877762e+00 1.03550225e-03
 2.58597430e+00 1.71429556e-03 3.07214813e+00 1.68817220e-03
 3.54535343e+00 3.01000039e-03 4.00553660e+00 3.68049815e-03
 4.45169800e+00 3.72645859e-03 4.88289158e+00 5.17395683e-03
 5.29906376e+00 6.02371087e-03 5.69924168e+00 7.30215483e-03
 6.08439819e+00 7.98285460e-03 6.45256080e+00 9.11903740e-03
 6.80472915e+00 1.06839101e-02 7.14087646e+00 1.16778318e-02
 7.46102951e+00 1.31004433e-02 7.76416187e+00 1.39788970e-02
 8.05229962e+00 1.52592474e-02 8.32344347e+00 1.69950808e-02
 8.57956591e+00 1.81331701e-02 8.81866766e+00 1.87271014e-02
 9.04280159e+00 2.07225705e-02 9.25088768e+00 2.11474475e-02
 9.44300630e+00 2.30006554e-02 9.61910387e+00 2.42829123e-02
 9.77918040e+00 2.49942181e-02 9.92326267e+00 2.61342138e-02
 1.00523235e+01 2.66764653e-02 1.06325976e+01 2.91299937e-02]"
